Alignment ID,Ontology,metric,value,se,sample_id,genotype
25-hydroxycholecalciferol(M+H)_24.36,Vitamin_D,BA_Asyn,0.3436908100495355,0.52488029471073,A2,APOE2
AHexCer 46:1;O3|AHexCer (O-15:0)31:1;O3(M+H-[H2O])_39.35,AHexCer,BA_Asyn,0.2920351618662787,0.060651498030188,A2,APOE2
AHexCer 55:6;O3|AHexCer (O-18:1)37:5;O3(M+H-[H2O])_39.74,AHexCer,BA_Asyn,0.6856878813876462,0.0974406178282923,A2,APOE2
AHexCer 56:1;O3|AHexCer (O-16:0)40:1;O3(M+H-[H2O])_39.48,AHexCer,BA_Asyn,0.2752830888963787,0.0588190961862102,A2,APOE2
AHexCer 57:1;O3|AHexCer (O-16:0)18:1;O2/23:0;O(M+H)_39.64,AHexCer,BA_Asyn,0.0696644639763187,0.0087145742791069,A2,APOE2
AHexCer 58:1;O3|AHexCer (O-16:0)42:1;O3(M+H)_39.86,AHexCer,BA_Asyn,0.0831901234305746,0.014897297942818,A2,APOE2
AHexCer 58:1;O3|AHexCer (O-17:0)41:1;O3(M+H-[H2O])_39.62,AHexCer,BA_Asyn,0.9928981079405652,1.7257715615108942,A2,APOE2
AHexCer 58:2;O3|AHexCer (O-18:1)40:1;O3(M+H)_39.48,AHexCer,BA_Asyn,0.357054979609505,0.4235430407059816,A2,APOE2
AHexCer 59:1;O3|AHexCer (O-18:0)41:1;O3(M+H)_39.99,AHexCer,BA_Asyn,0.0680463986257543,0.012392448631119,A2,APOE2
AHexCer 59:8;O2|AHexCer (O-15:0)44:8;O2(M+H-[H2O])_39.23,AHexCer,BA_Asyn,0.5404696046399876,0.1214801690000422,A2,APOE2
AHexCer 60:1;O3|AHexCer (O-18:0)42:1;O3(M+H)_40.12,AHexCer,BA_Asyn,0.0671233950152669,0.0114243939063034,A2,APOE2
AHexCer 60:2;O3|AHexCer (O-18:1)18:1;O2/24:0;O(M+H)_39.86,AHexCer,BA_Asyn,0.0931849929708524,0.0172196752102311,A2,APOE2
C18-Sphingosine(M+H)_18,C18-Sphingosine(M+H)_18,BA_Asyn,0.3348133509439642,0.0426005992792456,A2,APOE2
CAR 16:0(M+H)_16.86,CAR,BA_Asyn,0.8910023968467957,0.0642802430913753,A2,APOE2
CAR 18:0(M+H)_19.78,CAR,BA_Asyn,0.6741852330457893,0.0729012386373269,A2,APOE2
CE 18:1(d7)(M+NH4)_41.64,CE,BA_Asyn,0.3782295189569908,254.98887837963264,A2,APOE2
CE 18:2(M+NH4)_41,CE,BA_Asyn,0.7014758405877403,0.0291642394356269,A2,APOE2
CE 18:3(M+NH4)_40.5,CE,BA_Asyn,0.6653264915778694,0.0505780054341184,A2,APOE2
CE 20:4(M+NH4)_40.75,CE,BA_Asyn,0.7404640803417027,0.0321551154919312,A2,APOE2
CE 22:6(M+NH4)_40.4,CE,BA_Asyn,0.3533820523637201,0.0930066715951963,A2,APOE2
CL 70:4|CL 34:2_36:2(M+NH4)_39.1,CL,BA_Asyn,0.4803252644350384,0.0398121073521749,A2,APOE2
CL 72:5|CL 36:2_36:3(M+NH4)_39.22,CL,BA_Asyn,0.336291453454953,0.0337670325895002,A2,APOE2
CL 74:7|CL 36:2_38:5(M+NH4)_39.1,CL,BA_Asyn,0.388915888478082,0.0924365931827116,A2,APOE2
CL 76:5|CL 39:1_37:4(M-H)_35.04,CL,BA_Asyn,0.8411033868643873,0.0383505044343401,A2,APOE2
CL 76:9|CL 36:2_40:7(M+NH4)_38.98,CL,BA_Asyn,0.9933824313797802,1.881169461689025,A2,APOE2
CL 78:7|CL 41:2_37:5(M-H)_35.04,CL,BA_Asyn,1.0,0.0344959485850189,A2,APOE2
CL 79:5(M+NH4)_34.52,CL,BA_Asyn,1.0,0.1817725722385965,A2,APOE2
CL 79:6|CL 36:1_43:5(M-H)_34.4,CL,BA_Asyn,0.917346229933685,0.0534125172077719,A2,APOE2
CL 79:9|CL 38:4_41:5(M-H)_32.37,CL,BA_Asyn,0.9917537737126036,0.0464250830091824,A2,APOE2
CL 80:6|CL 36:1_44:5(M-H)_34.4,CL,BA_Asyn,1.0,0.0570905811049637,A2,APOE2
CL 90:18|CL 46:6_44:12(M-H)_30.21,CL,BA_Asyn,0.0001635857710057,0.016470415803317,A2,APOE2
Cer 36:1;O2|Cer 18:1;O2/18:0(M+H-[H2O])_36.56,Cer_NS,BA_Asyn,1.0,0.202766631982668,A2,APOE2
Cer 36:1;O2|Cer 18:1;O2/18:0(M+H-[H2O])_38.34,Cer_NS,BA_Asyn,1.0,0.1123636983257921,A2,APOE2
Cer 36:1;O2|Cer 18:1;O2/18:0(M-H)_36.56,Cer_NS,BA_Asyn,0.9835585098147772,0.1325811595186794,A2,APOE2
Cer 36:2;O2|Cer 18:2;O2/18:0(M+H-[H2O])_34.9,Cer_NS,BA_Asyn,1.0,0.0730845630778223,A2,APOE2
Cer 37:1;O4|Cer 18:0;O3/19:1(2OH)(M-H)_36.56,Cer_AP,BA_Asyn,1.0,0.0830828880930212,A2,APOE2
Cer 38:1;O2|Cer 20:1;O2/18:0(M+H-[H2O])_37.58,Cer_NS,BA_Asyn,0.8660318890226292,0.131281620840521,A2,APOE2
Cer 38:1;O2|Cer 20:1;O2/18:0(M+H-[H2O])_38.85,Cer_NS,BA_Asyn,0.8514621352678371,0.0488796158409727,A2,APOE2
Cer 41:1;O2|Cer 18:1;O2/23:0(M+H)_38.47,Cer_NS,BA_Asyn,0.5624259098540138,0.0569971893479196,A2,APOE2
Cer 41:1;O4|Cer 26:0;O3(FA 15:0)(M-H)_38.22,Cer_EODS,BA_Asyn,0.5396840393323242,0.0293145405447884,A2,APOE2
Cer 42:1;O2|Cer 26:1;O2/16:0(M+Na)_38.98,Cer_NS,BA_Asyn,0.0952872429040676,0.019025678919614,A2,APOE2
Cer 42:2;O2|Cer 18:1;O2/24:1(M+H)_38.09,Cer_NS,BA_Asyn,0.3047773733406553,0.0682069047365469,A2,APOE2
Cer 42:2;O2|Cer 18:1;O2/24:1(M+H-[H2O])_38.2,Cer_NS,BA_Asyn,0.3496239673957411,0.0806323233052797,A2,APOE2
Cer 42:2;O2|Cer 18:1;O2/24:1(M+H-[H2O])_39.23,Cer_NS,BA_Asyn,0.2262362365695522,0.0152092245380696,A2,APOE2
Cer 56:11;O4|Cer 38:9;O3(FA 18:1)(+C2H3O2-)_38.48,Cer_EOS,BA_Asyn,1.0,0.385915961954958,A2,APOE2
CoQ10(M+H)_39.35,CoQ,BA_Asyn,0.5117543611397649,0.1668742810748503,A2,APOE2
CoQ9(M+H)_38.85,CoQ,BA_Asyn,0.4997728370657471,0.1038995453674507,A2,APOE2
DG 18:2(M+Na)_10.61,DG,BA_Asyn,0.1962089204709728,0.0320069489626306,A2,APOE2
DG 18:2(M+Na)_6.94,DG,BA_Asyn,0.4170728156877179,0.3899578254072743,A2,APOE2
DG 19:2(M+Na)_14.69,DG,BA_Asyn,0.1429996078155793,0.0308402638358852,A2,APOE2
DG 19:2(M+Na)_16.1,DG,BA_Asyn,0.2549849760464381,0.0687314418290788,A2,APOE2
DG 20:4(M+Na)_10.88,DG,BA_Asyn,0.1675099922755851,0.1251810378309563,A2,APOE2
DG 21:4(M+Na)_15.33,DG,BA_Asyn,0.188903739866594,0.0338496321110532,A2,APOE2
DG 23:2(M+Na)_25.88,DG,BA_Asyn,0.0596782115986621,0.0215266100848851,A2,APOE2
DG 28:2(M+Na)_30.08,DG,BA_Asyn,0.0505482550107535,0.0074580685818286,A2,APOE2
DG 33:1(d7)|DG 15:0_18:1(d7)(M+NH4)_36.81,DG,BA_Asyn,0.0227050244214631,0.1619149157050558,A2,APOE2
DG 34:0|DG 16:0_18:0(M+NH4)_37.96,DG,BA_Asyn,0.344970599000166,0.0569481815110912,A2,APOE2
DG 34:1|DG 16:0_18:1(M+NH4)_37.32,DG,BA_Asyn,0.8591271790614352,0.0421209755784115,A2,APOE2
DG 36:0|DG 18:0_18:0(M+NH4)_38.47,DG,BA_Asyn,0.5443890597023551,1.1520335329069875,A2,APOE2
DG 36:1|DG 18:0_18:1(M+NH4)_37.97,DG,BA_Asyn,1.0,0.0851732123152721,A2,APOE2
DG 36:2|DG 18:1_18:1(M+NH4)_37.33,DG,BA_Asyn,0.5541769125725382,0.0147353376326691,A2,APOE2
DG 36:4|DG 16:0_20:4(M+NH4)_36.06,DG,BA_Asyn,0.469105809022454,0.0454257873335767,A2,APOE2
DG 38:4|DG 18:0_20:4(M+NH4)_37.32,DG,BA_Asyn,0.9001545811965351,0.0519980180452175,A2,APOE2
DG 38:5|DG 18:1_20:4(M+NH4)_36.29,DG,BA_Asyn,0.3405649937746356,0.1387341762526389,A2,APOE2
DG 38:6(M+Na)_35.54,DG,BA_Asyn,0.855453631953316,0.0607470001646533,A2,APOE2
DG 38:6|DG 16:0_22:6(M+NH4)_35.54,DG,BA_Asyn,0.9044965417367457,0.0546171181367298,A2,APOE2
DG 40:2(M+Na)_38.6,DG,BA_Asyn,0.036994161083016,0.007793866958911,A2,APOE2
DG 40:4|DG 18:0_22:4(M+NH4)_37.83,DG,BA_Asyn,0.3251458434630279,0.0988652459279578,A2,APOE2
DG 40:6(M+Na)_37.07,DG,BA_Asyn,0.8555655865501735,0.0599100143846129,A2,APOE2
DG 40:6|DG 18:0_22:6(M+NH4)_37.07,DG,BA_Asyn,0.853787632911071,0.0585851292328585,A2,APOE2
DG 40:7|DG 18:1_22:6(M+NH4)_35.67,DG,BA_Asyn,1.0,0.3627418794528323,A2,APOE2
DG 45:10(M+Na)_35.54,DG,BA_Asyn,0.5256184963302282,0.2608201943592454,A2,APOE2
DG 47:11(M+Na)_35.67,DG,BA_Asyn,0.7390680244754091,0.0839954761723778,A2,APOE2
DG 47:12(M+Na)_30.46,DG,BA_Asyn,0.0391360451111167,0.0118034144449934,A2,APOE2
DG 51:9(M+Na)_38.85,DG,BA_Asyn,0.4802017079924157,0.0649135580648293,A2,APOE2
DG 52:1(M+Na)_42.16,DG,BA_Asyn,0.8824175303679571,0.0536515723943841,A2,APOE2
DLCL 36:3(M-H)_29.32,DLCL,BA_Asyn,0.9118065293333784,0.1084377646951106,A2,APOE2
DLCL 42:11(M-H)_29.32,DLCL,BA_Asyn,0.9025335069205646,0.075944729207985,A2,APOE2
DLCL 44:12(M-H)_29.57,DLCL,BA_Asyn,0.5414525827540673,0.0512400738287767,A2,APOE2
Diisodecyl phthalate (also known as the production of plastic)(M+H)_29.19,Others,BA_Asyn,0.0404839693323942,0.0100692775453832,A2,APOE2
Dioctyl phthalate (also known as the production of plastic)(M+H)_24.1,Others,BA_Asyn,0.0294064775845034,0.0049188326420119,A2,APOE2
FA 18:1(M-H)_22.7,FA,BA_Asyn,0.3388908447845196,0.0531461027924428,A2,APOE2
GM3 36:1;O2(M-H)_30.85,GM3,BA_Asyn,0.8441123689278439,0.1203597461886329,A2,APOE2
HexCer 36:1;O2|HexCer 18:1;O2/18:0(M+H)_34.91,HexCer_NS,BA_Asyn,0.2784973347262555,0.0387082027532579,A2,APOE2
HexCer 38:1;O2(M+H)_36.69,HexCer_NDS,BA_Asyn,0.4315259332950005,0.0777064143687742,A2,APOE2
HexCer 38:1;O3|HexCer 18:1;O2/20:0;O(M+H)_36.31,HexCer_HS,BA_Asyn,0.4460589758070458,0.2265511463363431,A2,APOE2
HexCer 40:1;O2(M+H)_37.58,HexCer_NDS,BA_Asyn,0.5028250019801691,0.5130552738875839,A2,APOE2
HexCer 40:1;O3(M+H)_37.33,HexCer_HS,BA_Asyn,0.2278452165454843,0.060379782645047,A2,APOE2
HexCer 40:1;O3|HexCer 18:1;O2/22:0;O(M-H)_37.44,HexCer_HS,BA_Asyn,0.5322632107441237,0.742485634393298,A2,APOE2
HexCer 40:2;O2|HexCer 18:2;O2/22:0(M+H)_37.44,HexCer_NS,BA_Asyn,0.5201731287303106,1.4231331685400548,A2,APOE2
HexCer 41:1;O3(M+H)_37.7,HexCer_HS,BA_Asyn,0.3526948271969594,0.1901694455847498,A2,APOE2
HexCer 41:1;O3|HexCer 21:1;O2/20:0;O(M-H)_37.71,HexCer_HS,BA_Asyn,0.4968937756439352,0.582779638262186,A2,APOE2
HexCer 42:1;O2(M+H)_38.09,HexCer_NDS,BA_Asyn,0.2246380879632335,0.1373420279001531,A2,APOE2
HexCer 42:1;O3(M+H)_37.97,HexCer_HS,BA_Asyn,0.2915924042826249,0.2123333665310663,A2,APOE2
HexCer 42:1;O3|HexCer 18:1;O2/24:0;O(M-H)_38.08,HexCer_HS,BA_Asyn,0.3577863462424788,0.5084932697744468,A2,APOE2
HexCer 42:2;O2|HexCer 18:1;O2/24:1(M+H)_37.58,HexCer_NS,BA_Asyn,0.6757276070473822,0.2326733413197863,A2,APOE2
HexCer 42:2;O2|HexCer 18:1;O2/24:1(M+H-[H2O])_37.58,HexCer_NS,BA_Asyn,0.7312462906526901,0.6036952982009389,A2,APOE2
HexCer 42:2;O3|HexCer 18:1;O2/24:1;O(M+H)_37.32,HexCer_HS,BA_Asyn,0.3459027874752042,0.1359634321987482,A2,APOE2
HexCer 42:3;O2|HexCer 18:2;O2/24:1(M+H)_37.32,HexCer_NS,BA_Asyn,0.6919031997750059,1.2400427687005626,A2,APOE2
HexCer 43:1;O3|HexCer 18:1;O2/25:0;O(M+H)_38.24,HexCer_HS,BA_Asyn,0.4476536735684618,1.267571747364238,A2,APOE2
HexCer 43:2;O3|HexCer 18:1;O2/25:1;O(M+H)_37.7,HexCer_HS,BA_Asyn,0.3490568423386512,0.765889762008471,A2,APOE2
LPA 19:5(M-H)_17.24,LPA,BA_Asyn,0.1939138604626119,0.282898426717054,A2,APOE2
LPC 14:0(M+H)_8.21,LPC,BA_Asyn,0.9170434745761432,0.0286605175409264,A2,APOE2
LPC 14:0/0:0(M+H)_9.86,LPC,BA_Asyn,0.8986566793797048,0.0791817191780532,A2,APOE2
LPC 16:0(M+H)_16.35,LPC,BA_Asyn,0.9348260160945018,0.0650412676581482,A2,APOE2
LPC 16:0/0:0(M+H)_17.11,LPC,BA_Asyn,0.9545239035802888,0.03835217660085,A2,APOE2
LPC 16:1(M+H)_10.88,LPC,BA_Asyn,0.9119658011923494,0.0338024802268044,A2,APOE2
LPC 16:1(M+H)_12.53,LPC,BA_Asyn,0.9033838965753864,0.0208543285377167,A2,APOE2
LPC 16:1(M+Na)_10.87,LPC,BA_Asyn,0.7114679734163083,0.0715837764182205,A2,APOE2
LPC 17:0/0:0(M+H)_18.76,LPC,BA_Asyn,0.7612775649861881,0.0260425427728641,A2,APOE2
LPC 17:3(M+H)_20.67,LPC,BA_Asyn,1.0,0.0948130849842182,A2,APOE2
LPC 18:0(M+H)_20.29,LPC,BA_Asyn,1.0,0.0494825479232209,A2,APOE2
LPC 18:2(M+H)_13.93,LPC,BA_Asyn,0.664566896238535,0.0808480662125282,A2,APOE2
LPC 18:2(M+H)_15.2,LPC,BA_Asyn,0.640060617059841,0.1218946619659109,A2,APOE2
LPC 18:3(M+H)_16.35,LPC,BA_Asyn,1.0,0.0370534226724666,A2,APOE2
LPC 18:3/0:0(M+H)_17.11,LPC,BA_Asyn,0.8782660131071051,0.0508628827656831,A2,APOE2
LPC 20:0/0:0(M+H)_23.34,LPC,BA_Asyn,0.3657618072663409,0.0260805241286254,A2,APOE2
LPC 20:1(M+Na)_20.66,LPC,BA_Asyn,0.83625502888461,0.0766029374395529,A2,APOE2
LPC 20:3(M+H)_15.97,LPC,BA_Asyn,0.9966006805017348,0.1044733437491605,A2,APOE2
LPC 20:4(M+H)_14.06,LPC,BA_Asyn,0.9866738597252174,0.0635228083501043,A2,APOE2
LPC 20:5(M+H)_9.86,LPC,BA_Asyn,1.0,0.2029258994590641,A2,APOE2
LPC 22:0/0:0(M+H)_26.39,LPC,BA_Asyn,0.4298722760088622,0.0221743156551577,A2,APOE2
LPC 22:1(M+H)_23.46,LPC,BA_Asyn,0.7618070022966383,0.1030373429418409,A2,APOE2
LPC 22:4(M+H)_17.49,LPC,BA_Asyn,1.0,0.0748217233889248,A2,APOE2
LPC 22:6(M+H)_13.81,LPC,BA_Asyn,0.8967188962518783,0.146835334919217,A2,APOE2
LPC 22:6(M+Na)_13.8,LPC,BA_Asyn,0.9643179322120764,0.080134247609494,A2,APOE2
LPC 22:6(M+Na)_14.81,LPC,BA_Asyn,0.7003440748690616,0.0986257599050093,A2,APOE2
LPC 24:1(M+H)_25.76,LPC,BA_Asyn,0.4952921358329752,0.0749769993220791,A2,APOE2
LPC 24:4(M+H)_19.65,LPC,BA_Asyn,1.0,0.0893720473503641,A2,APOE2
LPC O-16:0(M+H)_18.25,EtherLPC,BA_Asyn,0.9348862953726458,0.038056354385632,A2,APOE2
LPE 15:0(M-H)_14.57,LPE,BA_Asyn,0.0433849429256234,0.0588979033812401,A2,APOE2
LPE 16:0(M+H)_16.48,LPE,BA_Asyn,0.951327898539044,0.0961903176560072,A2,APOE2
LPE 16:0(M-H)_16.48,LPE,BA_Asyn,1.0,0.1471494331766357,A2,APOE2
LPE 16:1(M+H)_10.62,LPE,BA_Asyn,0.9186542876693972,0.0920181281655757,A2,APOE2
LPE 16:1(M+H)_12.41,LPE,BA_Asyn,0.7549313672227199,0.0228632130319227,A2,APOE2
LPE 16:1(M-H)_10.63,LPE,BA_Asyn,1.0,0.1409582075420211,A2,APOE2
LPE 18:0(M+H)_20.67,LPE,BA_Asyn,1.0,0.0662144723056871,A2,APOE2
LPE 18:0(M-H)_20.68,LPE,BA_Asyn,1.0,0.0589035920183387,A2,APOE2
LPE 18:1(M+H)_17.49,LPE,BA_Asyn,1.0,0.3158295930791242,A2,APOE2
LPE 18:1(d7)(M-H)_17.37,LPE,BA_Asyn,0.012911729591154,0.0085553495955544,A2,APOE2
LPE 18:2(M+H)_13.95,LPE,BA_Asyn,0.490212434508787,0.0989813426392088,A2,APOE2
LPE 18:2(M-H)_14.06,LPE,BA_Asyn,1.0,0.425461668488765,A2,APOE2
LPE 18:2(M-H)_15.34,LPE,BA_Asyn,1.0,0.4871180445922038,A2,APOE2
LPE 19:1(M-H)_19.02,LPE,BA_Asyn,0.3399303526516669,0.1205600769875983,A2,APOE2
LPE 20:0(M+H)_23.21,LPE,BA_Asyn,0.9965156974489002,0.4515822937857242,A2,APOE2
LPE 20:0(M-H)_23.22,LPE,BA_Asyn,0.689098769748584,0.2482919210922509,A2,APOE2
LPE 20:1(M+H)_20.41,LPE,BA_Asyn,1.0,0.8578835237792839,A2,APOE2
LPE 20:2(M-H)_18.51,LPE,BA_Asyn,1.0,0.7124500601123406,A2,APOE2
LPE 20:3(M+H)_16.35,LPE,BA_Asyn,0.8071631356449724,0.2860388146587411,A2,APOE2
LPE 20:3(M+H)_17.36,LPE,BA_Asyn,0.7043915838319325,0.0924261936383283,A2,APOE2
LPE 20:3(M-H)_16.35,LPE,BA_Asyn,0.0422675170211871,0.0459849430685105,A2,APOE2
LPE 20:4(M+H)_14.19,LPE,BA_Asyn,1.0,0.2917524827900718,A2,APOE2
LPE 20:4(M-H)_14.19,LPE,BA_Asyn,0.9908192982599072,0.1425455485419055,A2,APOE2
LPE 20:5(M+H)_9.61,LPE,BA_Asyn,0.5366080047739642,0.1945420270923392,A2,APOE2
LPE 20:5(M-H)_9.74,LPE,BA_Asyn,0.6946023076446693,0.11274567278808,A2,APOE2
LPE 22:1(M+H)_23.34,LPE,BA_Asyn,0.3640952932159932,0.0822511697829735,A2,APOE2
LPE 22:1(M-H)_23.35,LPE,BA_Asyn,0.5292355156238567,0.0766108385765592,A2,APOE2
LPE 22:2(M-H)_21.19,LPE,BA_Asyn,1.0,0.5637329456832317,A2,APOE2
LPE 22:3(M-H)_19.64,LPE,BA_Asyn,1.0,0.3435005928623851,A2,APOE2
LPE 22:4(M+H)_17.74,LPE,BA_Asyn,1.0,0.4118704849558281,A2,APOE2
LPE 22:5(M+H)_15.59,LPE,BA_Asyn,0.0048974000867201,0.0048127885829566,A2,APOE2
LPE 22:6(M-H)_13.94,LPE,BA_Asyn,1.0,0.3400745873171645,A2,APOE2
LPE 24:4(M+H)_20.03,LPE,BA_Asyn,0.9883869524326104,0.2068605570814864,A2,APOE2
LPE 24:4(M-H)_20.04,LPE,BA_Asyn,1.0,0.2571148104194203,A2,APOE2
LPE 24:5(M+H)_18.76,LPE,BA_Asyn,0.9848177263729516,0.4455780167533635,A2,APOE2
LPE 24:5(M-H)_18.77,LPE,BA_Asyn,1.0,0.2037531717385253,A2,APOE2
LPE 24:6(M+H)_17.24,LPE,BA_Asyn,1.0,0.875596914219367,A2,APOE2
LPE 24:6(M-H)_17.24,LPE,BA_Asyn,1.0,3.1133894497943326,A2,APOE2
LPE O-16:0(M-H)_18.64,EtherLPE,BA_Asyn,0.9508176220490736,0.0453447586222407,A2,APOE2
LPE O-18:0(M+H)_22.07,EtherLPE,BA_Asyn,0.819537110876422,0.0509001394195114,A2,APOE2
LPE O-18:0(M-H)_22.08,EtherLPE,BA_Asyn,0.9692484794763074,0.0865395826999811,A2,APOE2
LPE P-18:1(M+H)_20.67,EtherLPE,BA_Asyn,1.0,0.1057983403192425,A2,APOE2
LPG 15:0(M-H)_9.35,LPG,BA_Asyn,0.0266883749574747,0.0311392506817554,A2,APOE2
LPG 16:0(M-H)_14.06,LPG,BA_Asyn,1.0,0.0379177460889307,A2,APOE2
LPG 18:1(M-H)_14.19,LPG,BA_Asyn,0.8032532815788105,0.0681892019342924,A2,APOE2
LPG 20:4(M-H)_9.36,LPG,BA_Asyn,0.9970593141395312,0.1404365434218533,A2,APOE2
LPG 22:6(M-H)_9.36,LPG,BA_Asyn,0.8644293661020719,0.1757521544274168,A2,APOE2
LPG O-20:1(M-H)_20.17,EtherLPG,BA_Asyn,0.6113849933765589,0.1725968198917248,A2,APOE2
LPI 15:0(M-H)_6.82,LPI,BA_Asyn,0.0273065221760634,0.0215606357031352,A2,APOE2
LPI 16:0(M-H)_10.25,LPI,BA_Asyn,0.9846403857277014,0.0780812718728695,A2,APOE2
LPI 18:0(M-H)_17.62,LPI,BA_Asyn,1.0,0.2138963514080849,A2,APOE2
LPI 20:4(M-H)_6.83,LPI,BA_Asyn,1.0,0.1576054433380248,A2,APOE2
LPI 22:6(M-H)_6.95,LPI,BA_Asyn,0.8982759250991357,0.3634888626972191,A2,APOE2
LPS 15:0(M-H)_6.95,LPS,BA_Asyn,0.0363579578463313,0.0378484098393446,A2,APOE2
LPS 18:0(M-H)_17.75,LPS,BA_Asyn,1.0,0.061477137964736,A2,APOE2
LPS 18:1(M-H)_11.26,LPS,BA_Asyn,0.6117111613914364,0.0435078771952389,A2,APOE2
LPS 18:1(M-H)_13.43,LPS,BA_Asyn,0.6652850093219863,0.0409864030116909,A2,APOE2
LPS 20:4(M-H)_7.08,LPS,BA_Asyn,1.0,0.2681152560212212,A2,APOE2
LPS 22:4(M-H)_13.18,LPS,BA_Asyn,1.0,0.1895651182134319,A2,APOE2
LPS 22:4(M-H)_14.57,LPS,BA_Asyn,1.0,0.2192549069320552,A2,APOE2
LPS 22:6(M-H)_7.08,LPS,BA_Asyn,1.0,0.0890100545182393,A2,APOE2
MG 38:1(M+NH4)_38.98,MG,BA_Asyn,0.8140538832761526,0.0302343553895491,A2,APOE2
MGDG 36:1|MGDG 16:0_20:1(M+NH4)_36.82,MGDG,BA_Asyn,0.5611609282540102,0.0897251347996985,A2,APOE2
MMPE 42:2|MMPE 20:1_22:1(M-H)_37.19,MMPE,BA_Asyn,0.2751514420712045,0.04778974573133,A2,APOE2
NAE 16:0(M+H)_19.66,NAE,BA_Asyn,0.5170296624120793,0.020547816348713,A2,APOE2
NAE 18:0(M+H)_22.83,NAE,BA_Asyn,0.3215861842103271,0.027403930536994,A2,APOE2
NAE 18:1(M+H)_20.16,NAE,BA_Asyn,1.0,0.3019119220145383,A2,APOE2
PA 33:1(d7)|PA 15:0_18:1(d7)(M-H)_33.5,PA,BA_Asyn,0.0259069008221337,0.0062327803483782,A2,APOE2
PA 33:1(d7)|PA 15:0_18:1(d7)(M-H)_35.55,PA,BA_Asyn,0.0126960408613255,0.0018152657400989,A2,APOE2
PA 33:1(d7)|PA 15:0_18:1(d7)(M-H)_41.65,PA,BA_Asyn,0.0223632621701598,0.0168555361582662,A2,APOE2
PC 22:0(M+H)_22.96,PC,BA_Asyn,0.9240891507806788,0.0569810413578209,A2,APOE2
PC 23:0(M+H)_23.47,PC,BA_Asyn,0.8801382448191561,0.0390256871981857,A2,APOE2
PC 30:0|PC 14:0_16:0(M+H)_31.98,PC,BA_Asyn,0.9349280702051388,0.0485498757812349,A2,APOE2
PC 31:0|PC 15:0_16:0(M+H)_33.12,PC,BA_Asyn,0.7643381131591719,0.0439252507018867,A2,APOE2
PC 31:2(M+H)_33.12,PC,BA_Asyn,0.9389171250106308,0.0649693316948814,A2,APOE2
PC 32:0|PC 16:0_16:0(M+H)_34.14,PC,BA_Asyn,0.978903936244744,0.0518135951622495,A2,APOE2
PC 32:1|PC 16:0_16:1(M+H)_32.24,PC,BA_Asyn,0.9729434889203988,0.0349693305907307,A2,APOE2
PC 32:2(M+H)_30.34,PC,BA_Asyn,0.8829599628995904,0.0498567234783381,A2,APOE2
PC 33:0|PC 16:0_17:0(M+H)_35.16,PC,BA_Asyn,0.4014846479205895,0.0143757287712835,A2,APOE2
PC 33:1(d7)|PC 15:0_18:1(d7)(M+H)_33.25,PC,BA_Asyn,0.0048594558135461,0.020350071835275,A2,APOE2
PC 33:1|PC 16:0_17:1(M+H)_33.38,PC,BA_Asyn,0.8707415649989464,0.0485420790177776,A2,APOE2
PC 34:0|PC 16:0_18:0(M+H)_36.17,PC,BA_Asyn,0.3534938513384525,0.0745115917006336,A2,APOE2
PC 34:1(M+H)_34.4,PC,BA_Asyn,0.9117876781347116,0.0569563355163316,A2,APOE2
PC 34:2|PC 16:1_18:1(M+H)_32.74,PC,BA_Asyn,0.9467515409578487,0.0401342671230863,A2,APOE2
PC 34:3(M+H)_30.59,PC,BA_Asyn,0.0,4.2007032481429225e-12,A2,APOE2
PC 34:4(M+H)_30.48,PC,BA_Asyn,1.0,0.4569340532202962,A2,APOE2
PC 35:0|PC 16:0_19:0(M+H)_36.69,PC,BA_Asyn,0.7703299629762619,0.1629514724118366,A2,APOE2
PC 35:1|PC 17:0_18:1(M+H)_35.29,PC,BA_Asyn,0.8955958641375209,0.0564450656015894,A2,APOE2
PC 35:2(M+H)_33.63,PC,BA_Asyn,0.261303014006949,0.1035715496414053,A2,APOE2
PC 36:1|PC 9:0_27:1(M+H)_36.3,PC,BA_Asyn,0.9771015617020627,0.0979732975994265,A2,APOE2
PC 36:2|PC 18:1_18:1(M+H)_34.65,PC,BA_Asyn,0.6273830142142889,0.0277645189284798,A2,APOE2
PC 36:3(M+H)_32.49,PC,BA_Asyn,0.7087208711341195,1.5471953512779977,A2,APOE2
PC 36:4|PC 18:2_18:2(M+H)_32.36,PC,BA_Asyn,0.962969450709281,0.0479439624147209,A2,APOE2
PC 36:6(M+H)_29.44,PC,BA_Asyn,0.7536508365029871,0.0732138293312285,A2,APOE2
PC 37:4|PC 17:0_20:4(M+H)_33.51,PC,BA_Asyn,0.2401148012348831,0.0819096017210984,A2,APOE2
PC 38:1(M+H)_37.2,PC,BA_Asyn,0.7460858709614956,0.0369568914930808,A2,APOE2
PC 38:2|PC 18:1_20:1(M+H)_36.31,PC,BA_Asyn,0.1491714834872002,0.0434780490794763,A2,APOE2
PC 38:3|PC 18:0_20:3(M+H)_35.28,PC,BA_Asyn,0.674513113886785,2.494065401151969,A2,APOE2
PC 38:4|PC 16:0_22:4(M+H)_34.64,PC,BA_Asyn,1.0,0.0687253493948277,A2,APOE2
