Alignment ID,Ontology,metric,value,ci_lower,ci_upper,genotype
HexCer 36:1;O2|HexCer 18:1;O2/18:0(M+H)_9.76,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 36:1;O2|HexCer 18:1;O2/18:0(M+H)_9.76,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 38:1;O2(M+H)_10.58,HexCer_NDS,median_abundance,0.7478085996737682,0.0402676804360394,14.0,APOE2
HexCer 38:1;O2(M+H)_10.58,HexCer_NDS,median_abundance,0.5780122193120669,0.0693808149891819,13.626767388104131,APOE3
HexCer 38:1;O2(M+H)_10.58,HexCer_NDS,median_abundance,0.5973952113266107,0.0577162205205502,13.0,APOE4
HexCer 38:1;O3|HexCer 18:1;O2/20:0;O(M+H)_10.54,HexCer_HS,median_abundance,11.0,6.0,11.0,APOE2
HexCer 38:1;O3|HexCer 18:1;O2/20:0;O(M+H)_10.54,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 38:1;O3|HexCer 18:1;O2/20:0;O(M+H)_10.54,HexCer_HS,median_abundance,14.0,9.0,14.0,APOE4
HexCer 40:1;O2(M+H)_12.15,HexCer_NDS,median_abundance,3.708119656484628,0.0505711524471238,14.0,APOE2
HexCer 40:1;O2(M+H)_12.15,HexCer_NDS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 40:1;O2(M+H)_12.15,HexCer_NDS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 40:1;O3(M+H)_11.79,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE2
HexCer 40:1;O3(M+H)_11.79,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 40:1;O3(M+H)_11.79,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 40:1;O3|HexCer 21:1;O2/19:0;O(M-H)_11.66,HexCer_HS,median_abundance,9.5,0.1344921178639901,200.7698003464281,APOE2
HexCer 40:1;O3|HexCer 21:1;O2/19:0;O(M-H)_11.66,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 40:1;O3|HexCer 21:1;O2/19:0;O(M-H)_11.66,HexCer_HS,median_abundance,12.0,7.0,12.0,APOE4
HexCer 40:2;O2|HexCer 18:2;O2/22:0(M+H)_11.34,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE2
HexCer 40:2;O2|HexCer 18:2;O2/22:0(M+H)_11.34,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 40:2;O2|HexCer 18:2;O2/22:0(M+H)_11.34,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 41:2;O2|HexCer 18:1;O2/23:1(M+H)_11.5,HexCer_NS,median_abundance,8.5,0.2169197352069045,55805.33053748848,APOE2
HexCer 41:2;O2|HexCer 18:1;O2/23:1(M+H)_11.5,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 41:2;O2|HexCer 18:1;O2/23:1(M+H)_11.5,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 42:1;O2(M+H-[H2O])_12.89,HexCer_NDS,median_abundance,6.0,4.0,6.0,APOE2
HexCer 42:1;O2(M+H-[H2O])_12.89,HexCer_NDS,median_abundance,9.0,7.0,9.0,APOE3
HexCer 42:1;O2(M+H-[H2O])_12.89,HexCer_NDS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 42:1;O2|HexCer 18:1;O2/24:0(M+H)_13.02,HexCer_NS,median_abundance,14.0,7.0,14.0,APOE2
HexCer 42:1;O2|HexCer 18:1;O2/24:0(M+H)_13.02,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 42:1;O2|HexCer 18:1;O2/24:0(M+H)_13.02,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 42:1;O3(M+H)_13.01,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE2
HexCer 42:1;O3(M+H)_13.01,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 42:1;O3(M+H)_13.01,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 42:1;O3|HexCer 18:1;O2/24:0;O(M-H)_13.01,HexCer_HS,median_abundance,10.5,0.1070200313935433,38933.3252273746,APOE2
HexCer 42:1;O3|HexCer 18:1;O2/24:0;O(M-H)_13.01,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 42:1;O3|HexCer 18:1;O2/24:0;O(M-H)_13.01,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 42:2;O2|HexCer 18:1;O2/24:1(M+H-[H2O])_12.23,HexCer_NS,median_abundance,14.0,7.0,14.0,APOE2
HexCer 42:2;O2|HexCer 18:1;O2/24:1(M+H-[H2O])_12.23,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 42:2;O2|HexCer 18:1;O2/24:1(M+H-[H2O])_12.23,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 42:2;O3|HexCer 18:1;O2/24:1;O(M+H)_11.84,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE2
HexCer 42:2;O3|HexCer 18:1;O2/24:1;O(M+H)_11.84,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 42:2;O3|HexCer 18:1;O2/24:1;O(M+H)_11.84,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 42:3;O2|HexCer 18:2;O2/24:1(M+H)_11.28,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE2
HexCer 42:3;O2|HexCer 18:2;O2/24:1(M+H)_11.28,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 42:3;O2|HexCer 18:2;O2/24:1(M+H)_11.28,HexCer_NS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 43:1;O3(M+H)_13.11,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE2
HexCer 43:1;O3(M+H)_13.11,HexCer_HS,median_abundance,11.0,0.0730713176981057,40767.22134765324,APOE3
HexCer 43:1;O3(M+H)_13.11,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 43:1;O3|HexCer 18:1;O2/25:0;O(M+H-[H2O])_13.11,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE2
HexCer 43:1;O3|HexCer 18:1;O2/25:0;O(M+H-[H2O])_13.11,HexCer_HS,median_abundance,7.0,3.0,7.0,APOE3
HexCer 43:1;O3|HexCer 18:1;O2/25:0;O(M+H-[H2O])_13.11,HexCer_HS,median_abundance,14.0,9.0,14.0,APOE4
HexCer 43:2;O3|HexCer 18:1;O2/25:1;O(M+H)_12.49,HexCer_HS,median_abundance,8.0,4.0,8.0,APOE2
HexCer 43:2;O3|HexCer 18:1;O2/25:1;O(M+H)_12.49,HexCer_HS,median_abundance,6.0,3.0,6.0,APOE3
HexCer 43:2;O3|HexCer 18:1;O2/25:1;O(M+H)_12.49,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE4
HexCer 44:1;O3|HexCer 20:1;O2/24:0;O(M+H)_13.29,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE2
HexCer 44:1;O3|HexCer 20:1;O2/24:0;O(M+H)_13.29,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE3
HexCer 44:1;O3|HexCer 20:1;O2/24:0;O(M+H)_13.29,HexCer_HS,median_abundance,0.0,0.0,0.0,APOE4
LPA 19:5(M-H)_5.77,LPA,median_abundance,0.0,0.0,0.0,APOE2
LPA 19:5(M-H)_5.77,LPA,median_abundance,0.0,0.0,0.0,APOE3
LPA 19:5(M-H)_5.77,LPA,median_abundance,0.0,0.0,0.0,APOE4
LPC 14:0(M+H)_5.45,LPC,median_abundance,0.9461211738098676,0.0550779729662612,10.5,APOE2
LPC 14:0(M+H)_5.45,LPC,median_abundance,0.918218370392871,0.0533098041283457,8.491791762616167,APOE3
LPC 14:0(M+H)_5.45,LPC,median_abundance,0.988439059648606,0.0439217409912268,9.0,APOE4
LPC 14:0/0:0(M+H)_5.45,LPC,median_abundance,0.941096376875761,0.0676795238520217,9.336623993691724,APOE2
LPC 14:0/0:0(M+H)_5.45,LPC,median_abundance,0.0,0.0,0.0,APOE3
LPC 14:0/0:0(M+H)_5.45,LPC,median_abundance,0.0,0.0,0.0,APOE4
LPC 15:0/0:0(M+H)_5.78,LPC,median_abundance,0.0,0.0,0.0,APOE2
LPC 15:0/0:0(M+H)_5.78,LPC,median_abundance,0.0,0.0,0.0,APOE3
LPC 15:0/0:0(M+H)_5.78,LPC,median_abundance,0.0,0.0,0.0,APOE4
LPC 16:0(M+H)_6.13,LPC,median_abundance,0.0,0.0,0.0,APOE2
LPC 16:0(M+H)_6.13,LPC,median_abundance,0.9571388067743704,0.0704860196459642,8.50127579085489,APOE3
LPC 16:0(M+H)_6.13,LPC,median_abundance,0.9326848080177164,0.0354365726053968,9.0,APOE4
LPC 16:0/0:0(M+H)_6.13,LPC,median_abundance,1.0338538645428654,0.0528294618272808,7.879164904935258,APOE2
LPC 16:0/0:0(M+H)_6.13,LPC,median_abundance,0.9838889875320252,0.081251555376353,11.0,APOE3
LPC 16:0/0:0(M+H)_6.13,LPC,median_abundance,0.955703493185038,0.0386800769846323,9.0,APOE4
LPC 16:1(M+H)_5.62,LPC,median_abundance,0.8799184057314429,0.0573016365561813,10.069520853159734,APOE2
LPC 16:1(M+H)_5.62,LPC,median_abundance,0.9139619764954544,0.0748171606619788,8.001036830931136,APOE3
LPC 16:1(M+H)_5.62,LPC,median_abundance,0.9397801099225684,0.0617664772721067,10.436316256954326,APOE4
LPC 17:0/0:0(M+H)_6.46,LPC,median_abundance,0.0,0.0,0.0,APOE2
LPC 17:0/0:0(M+H)_6.46,LPC,median_abundance,0.6641303921070039,0.1556127624540104,8.0,APOE3
LPC 17:0/0:0(M+H)_6.46,LPC,median_abundance,0.6595741113351844,0.1551698760219778,9.0,APOE4
LPC 17:3(M+H)_5.28,LPC,median_abundance,1.2643840184006017,0.0263150197630767,16.67018164532253,APOE2
LPC 17:3(M+H)_5.28,LPC,median_abundance,1.0059209553717317,0.0468037940459763,14.824516126418386,APOE3
LPC 17:3(M+H)_5.28,LPC,median_abundance,0.971464106539894,0.0566000353573243,12.246408967485705,APOE4
LPC 18:0(M+H)_6.75,LPC,median_abundance,1.0523951404819318,0.03934549856067,13.0,APOE2
LPC 18:0(M+H)_6.75,LPC,median_abundance,0.0,0.0,0.0,APOE3
LPC 18:0(M+H)_6.75,LPC,median_abundance,1.0168784362066816,0.0572539504997072,12.106538928933649,APOE4
LPC 18:2(M+H)_5.78,LPC,median_abundance,0.0,0.0,0.0,APOE2
LPC 18:2(M+H)_5.78,LPC,median_abundance,0.0,0.0,0.0,APOE3
LPC 18:2(M+H)_5.78,LPC,median_abundance,0.0,0.0,0.0,APOE4
LPC 18:3(M+H)_5.52,LPC,median_abundance,0.0,0.0,0.0,APOE2
LPC 18:3(M+H)_5.52,LPC,median_abundance,0.0,0.0,0.0,APOE3
LPC 18:3(M+H)_5.52,LPC,median_abundance,1.0190675297232623,0.0804402959711848,9.0,APOE4
LPC 19:0/0:0(M+H)_6.96,LPC,median_abundance,0.7925556739730552,0.1218719782070653,5.687502498583066,APOE2
LPC 19:0/0:0(M+H)_6.96,LPC,median_abundance,0.6594589677631697,0.1559067346983921,7.0,APOE3
LPC 19:0/0:0(M+H)_6.96,LPC,median_abundance,0.0,0.0,0.0,APOE4
LPC 20:0/0:0(M+H)_7.3,LPC,median_abundance,0.8366264243662072,0.0373142056448376,14.0,APOE2
LPC 20:0/0:0(M+H)_7.3,LPC,median_abundance,0.8250160093186523,0.0535203923720198,12.951085555238173,APOE3
LPC 20:0/0:0(M+H)_7.3,LPC,median_abundance,0.0,0.0,0.0,APOE4
LPC 20:5(M+H)_5.41,LPC,median_abundance,0.8558184749807929,0.1449568125416703,4.388542257217149,APOE2
LPC 20:5(M+H)_5.41,LPC,median_abundance,0.0,0.0,0.0,APOE3
LPC 20:5(M+H)_5.41,LPC,median_abundance,0.0,0.0,0.0,APOE4
LPC 20:5/0:0(M+H)_5.41,LPC,median_abundance,0.0,0.0,0.0,APOE3
LPC 22:0/0:0(M+H)_7.71,LPC,median_abundance,0.0,0.0,0.0,APOE2
LPC 22:0/0:0(M+H)_7.71,LPC,median_abundance,0.8066895613658727,0.0348906487061915,11.0,APOE3
LPC 22:0/0:0(M+H)_7.71,LPC,median_abundance,0.0,0.0,0.0,APOE4
LPC 22:4(M+H)_6.42,LPC,median_abundance,0.9625326247727652,0.0835853634171314,11.115859947234537,APOE2
LPC 22:4(M+H)_6.42,LPC,median_abundance,0.9491026749353773,0.0406963974264906,11.656372033154938,APOE3
LPC 22:4(M+H)_6.42,LPC,median_abundance,0.8238135601636618,0.066457442299683,9.73914419223115,APOE4
LPC 22:6(M+H)_5.89,LPC,median_abundance,0.0,0.0,0.0,APOE2
LPC 22:6(M+H)_5.89,LPC,median_abundance,0.0,0.0,0.0,APOE3
LPC 22:6(M+H)_5.89,LPC,median_abundance,0.0,0.0,0.0,APOE4
LPC 24:4(M+H)_6.5,LPC,median_abundance,0.9416562268760542,0.0889773864600892,7.790149926137203,APOE2
LPC 24:4(M+H)_6.5,LPC,median_abundance,0.7962657180738624,0.0947889856407678,7.0,APOE3
LPC 24:4(M+H)_6.5,LPC,median_abundance,0.866117058464688,0.0905711514425103,9.0,APOE4
LPC O-16:0(M+H)_6.62,EtherLPC,median_abundance,0.9954669485415492,0.0749344021671055,9.5,APOE2
LPC O-16:0(M+H)_6.62,EtherLPC,median_abundance,0.907702443072422,0.0465838565546624,8.413139676023627,APOE3
LPC O-16:0(M+H)_6.62,EtherLPC,median_abundance,0.8990837887471592,0.0288929893757316,10.353357159905515,APOE4
LPC O-18:1(M+H)_6.72,EtherLPC,median_abundance,3.0,1.0,3.0,APOE2
LPC O-18:1(M+H)_6.72,EtherLPC,median_abundance,0.0,0.0,0.0,APOE3
LPC O-18:1(M+H)_6.72,EtherLPC,median_abundance,1.0,1.0,1.0,APOE4
LPE 15:0(M-H)_5.76,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 15:0(M-H)_5.76,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 15:0(M-H)_5.76,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 16:0(M+H)_6.24,LPE,median_abundance,0.9532701597330862,0.0523485575302922,17.0,APOE2
LPE 16:0(M+H)_6.24,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 16:0(M+H)_6.24,LPE,median_abundance,0.9101966365480008,0.0431518955165986,14.93158934877722,APOE4
LPE 16:0(M-H)_6.24,LPE,median_abundance,0.9532701597330862,0.0523485575302922,17.0,APOE2
LPE 16:0(M-H)_6.24,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 16:0(M-H)_6.24,LPE,median_abundance,0.9101966365480008,0.0431518955165986,14.93158934877722,APOE4
LPE 16:1(M+H)_5.71,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 16:1(M+H)_5.71,LPE,median_abundance,1.7321062871537118,0.0218425146180972,24.0,APOE3
LPE 16:1(M+H)_5.71,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 16:1(M-H)_5.71,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 16:1(M-H)_5.71,LPE,median_abundance,1.7321062871537118,0.0218425146180972,24.0,APOE3
LPE 16:1(M-H)_5.71,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 18:0(M+H)_6.83,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 18:0(M+H)_6.83,LPE,median_abundance,1.141186845219398,0.0329956890314189,15.0,APOE3
LPE 18:0(M+H)_6.83,LPE,median_abundance,0.9593906582376872,0.0581685591412547,11.916182741895462,APOE4
LPE 18:0(M-H)_6.83,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 18:0(M-H)_6.83,LPE,median_abundance,1.141186845219398,0.0329956890314189,15.0,APOE3
LPE 18:0(M-H)_6.83,LPE,median_abundance,0.9593906582376872,0.0581685591412547,11.916182741895462,APOE4
LPE 18:1(M+H)_6.37,LPE,median_abundance,14.0,7.0,28.0,APOE2
LPE 18:1(M+H)_6.37,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 18:1(M+H)_6.37,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 18:1(d7)(M-H)_6.34,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 18:1(d7)(M-H)_6.34,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 18:1(d7)(M-H)_6.34,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 18:2(M+H)_5.89,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 18:2(M+H)_5.89,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 18:2(M+H)_5.89,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 18:2(M-H)_5.89,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 18:2(M-H)_5.89,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 18:2(M-H)_5.89,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 20:0(M+H)_7.6,LPE,median_abundance,5.230135206940762,0.0573323628673502,13.0,APOE2
LPE 20:0(M+H)_7.6,LPE,median_abundance,14.0,8.0,14.0,APOE3
LPE 20:0(M+H)_7.6,LPE,median_abundance,0.741761949085304,0.0518136906370623,13.0,APOE4
LPE 20:1(M+H)_6.91,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 20:1(M+H)_6.91,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 20:1(M+H)_6.91,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 20:2(M+H)_6.54,LPE,median_abundance,18.0,6.0,29.0,APOE2
LPE 20:2(M+H)_6.54,LPE,median_abundance,1.1385514993426793,0.0272268281863369,18.0,APOE3
LPE 20:2(M+H)_6.54,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 20:2(M-H)_6.54,LPE,median_abundance,18.0,6.0,29.0,APOE2
LPE 20:2(M-H)_6.54,LPE,median_abundance,1.1385514993426793,0.0272268281863369,18.0,APOE3
LPE 20:2(M-H)_6.54,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 20:3(M+H)_6.3,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 20:3(M+H)_6.3,LPE,median_abundance,1.076004544997891,0.0225217612141334,15.58985701973632,APOE3
LPE 20:3(M+H)_6.3,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 20:4(M-H)_5.81,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 20:4(M-H)_5.81,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 20:4(M-H)_5.81,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 20:5(M+H)_5.41,LPE,median_abundance,0.6716796495760677,0.143920561319657,6.0,APOE2
LPE 20:5(M+H)_5.41,LPE,median_abundance,0.7710370435849372,0.0872977758042509,7.940032540052325,APOE3
LPE 20:5(M+H)_5.41,LPE,median_abundance,0.7474146330124533,0.1922027104291442,5.0,APOE4
LPE 20:5(M-H)_5.41,LPE,median_abundance,0.6716796495760677,0.143920561319657,6.0,APOE2
LPE 20:5(M-H)_5.41,LPE,median_abundance,0.7710370435849372,0.0872977758042509,7.940032540052325,APOE3
LPE 20:5(M-H)_5.41,LPE,median_abundance,0.7474146330124533,0.1922027104291442,5.0,APOE4
LPE 22:2(M-H)_6.79,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 22:2(M-H)_6.79,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 22:2(M-H)_6.79,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 22:3(M+H)_6.74,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 22:3(M+H)_6.74,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 22:3(M+H)_6.74,LPE,median_abundance,1.6630380796794746,0.0662557444108003,7.2382576315734,APOE4
LPE 22:4(M+H)_6.28,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 22:4(M+H)_6.28,LPE,median_abundance,31.0,8.0,46.0,APOE3
LPE 22:4(M+H)_6.28,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 22:4(M-H)_6.28,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 22:4(M-H)_6.28,LPE,median_abundance,31.0,8.0,46.0,APOE3
LPE 22:4(M-H)_6.28,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 22:5(M+H)_5.88,LPE,median_abundance,1.1184978039135944,0.0236962885642973,17.5,APOE2
LPE 22:5(M+H)_5.88,LPE,median_abundance,0.9121387718053768,0.0353853094482062,14.0,APOE3
LPE 22:5(M+H)_5.88,LPE,median_abundance,0.7610887812434639,0.0711343583084041,9.734224765993655,APOE4
LPE 22:6(M-H)_5.66,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 22:6(M-H)_5.66,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 22:6(M-H)_5.66,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 24:1(M+H)_8.11,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 24:1(M+H)_8.11,LPE,median_abundance,0.0,0.0,0.0,APOE3
LPE 24:1(M+H)_8.11,LPE,median_abundance,3.127848639556269,0.2267048786705261,9.0,APOE4
LPE 24:4(M+H)_6.71,LPE,median_abundance,1.909668982453974,0.0269910433997041,25.16249999999985,APOE2
LPE 24:4(M+H)_6.71,LPE,median_abundance,0.9008531665309454,0.035391712230125,24.0,APOE3
LPE 24:4(M+H)_6.71,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 24:4(M-H)_6.71,LPE,median_abundance,1.909668982453974,0.0269910433997041,25.16249999999985,APOE2
LPE 24:4(M-H)_6.71,LPE,median_abundance,0.9008531665309454,0.035391712230125,24.0,APOE3
LPE 24:4(M-H)_6.71,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 24:5(M+H)_6.39,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 24:5(M+H)_6.39,LPE,median_abundance,0.8285631884749343,0.0438139126042998,15.820252959830851,APOE3
LPE 24:5(M+H)_6.39,LPE,median_abundance,0.8790631529991383,0.0745727423970916,9.5,APOE4
LPE 24:5(M-H)_6.39,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 24:5(M-H)_6.39,LPE,median_abundance,0.8285631884749343,0.0438139126042998,15.820252959830851,APOE3
LPE 24:5(M-H)_6.39,LPE,median_abundance,0.8790631529991383,0.0745727423970916,9.5,APOE4
LPE 24:6(M+H)_6.02,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 24:6(M+H)_6.02,LPE,median_abundance,0.6118975134062832,0.0659853276619649,10.819762209208662,APOE3
LPE 24:6(M+H)_6.02,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE 24:6(M-H)_6.02,LPE,median_abundance,0.0,0.0,0.0,APOE2
LPE 24:6(M-H)_6.02,LPE,median_abundance,0.6118975134062832,0.0659853276619649,10.819762209208662,APOE3
LPE 24:6(M-H)_6.02,LPE,median_abundance,0.0,0.0,0.0,APOE4
LPE O-16:0(M-H)_6.39,EtherLPE,median_abundance,0.0,0.0,0.0,APOE2
LPE O-16:0(M-H)_6.39,EtherLPE,median_abundance,0.9302581872175716,0.0511713362061024,9.919683044331512,APOE3
LPE O-16:0(M-H)_6.39,EtherLPE,median_abundance,0.91119143293338,0.0414615684740261,8.695011359231337,APOE4
LPE O-18:0(M+H)_7.08,EtherLPE,median_abundance,0.0,0.0,0.0,APOE2
LPE O-18:0(M+H)_7.08,EtherLPE,median_abundance,0.9648273799432966,0.0581463301877756,13.971044098664509,APOE3
LPE O-18:0(M+H)_7.08,EtherLPE,median_abundance,0.9543500102591368,0.0580556950160923,9.97088187027772,APOE4
LPE O-18:0(M-H)_7.08,EtherLPE,median_abundance,0.0,0.0,0.0,APOE2
LPE O-18:0(M-H)_7.08,EtherLPE,median_abundance,0.9648273799432966,0.0581463301877756,13.971044098664509,APOE3
LPE O-18:0(M-H)_7.08,EtherLPE,median_abundance,0.9543500102591368,0.0580556950160923,9.97088187027772,APOE4
LPE O-18:1(M-H)_6.71,EtherLPE,median_abundance,0.0,0.0,0.0,APOE3
LPE P-18:1(M+H)_6.4,EtherLPE,median_abundance,0.0,0.0,0.0,APOE2
LPE P-18:1(M+H)_6.4,EtherLPE,median_abundance,1.0711722855307704,0.0409237880160888,12.518756365948288,APOE3
LPE P-18:1(M+H)_6.4,EtherLPE,median_abundance,0.0,0.0,0.0,APOE4
LPG 15:0(M-H)_5.34,LPG,median_abundance,0.0,0.0,0.0,APOE2
LPG 15:0(M-H)_5.34,LPG,median_abundance,0.0,0.0,0.0,APOE3
LPG 15:0(M-H)_5.34,LPG,median_abundance,0.0,0.0,0.0,APOE4
LPG 16:0(M-H)_5.73,LPG,median_abundance,0.9955749591665286,0.0960785006874428,5.612076501044541,APOE2
LPG 16:0(M-H)_5.73,LPG,median_abundance,0.980696852623355,0.1105024680859625,8.0,APOE3
LPG 16:0(M-H)_5.73,LPG,median_abundance,0.0,0.0,0.0,APOE4
LPG 18:1(M-H)_5.87,LPG,median_abundance,0.8252858553525506,0.348020789081693,4.975671531808217,APOE2
LPG 18:1(M-H)_5.87,LPG,median_abundance,1.014222915117449,0.1171771190494725,8.0,APOE3
LPG 18:1(M-H)_5.87,LPG,median_abundance,0.940216285982064,0.0626838794993889,6.0,APOE4
LPG 20:4(M-H)_5.27,LPG,median_abundance,0.8796861766603488,0.1023942307134392,6.0,APOE2
LPG 20:4(M-H)_5.27,LPG,median_abundance,1.0,1.0,1.0,APOE3
LPG 20:4(M-H)_5.27,LPG,median_abundance,0.8966977318218023,0.2726342732122885,6.0,APOE4
LPG 22:6(M-H)_5.34,LPG,median_abundance,2.0,2.0,2.0,APOE3
LPG 22:6(M-H)_5.34,LPG,median_abundance,0.0,0.0,0.0,APOE4
LPG O-20:1(M-H)_7.41,EtherLPG,median_abundance,0.0,0.0,0.0,APOE2
LPG O-20:1(M-H)_7.41,EtherLPG,median_abundance,0.0,0.0,0.0,APOE3
LPG O-20:1(M-H)_7.41,EtherLPG,median_abundance,0.0,0.0,0.0,APOE4
LPI 15:0(M-H)_5.18,LPI,median_abundance,0.0,0.0,0.0,APOE2
LPI 15:0(M-H)_5.18,LPI,median_abundance,0.0,0.0,0.0,APOE3
LPI 15:0(M-H)_5.18,LPI,median_abundance,0.0,0.0,0.0,APOE4
LPI 16:0(M-H)_5.51,LPI,median_abundance,0.947177481955422,0.1117217617427383,7.0,APOE2
LPI 16:0(M-H)_5.51,LPI,median_abundance,0.912708609061444,0.1038415597402872,7.0,APOE3
LPI 16:0(M-H)_5.51,LPI,median_abundance,0.9080742173281968,0.0925125525390085,6.0,APOE4
LPI 18:0(M-H)_6.02,LPI,median_abundance,0.9002988385720663,0.0443124974277742,6.6992460040701785,APOE2
LPI 18:0(M-H)_6.02,LPI,median_abundance,1.0785684644713611,0.0627689133383263,11.0,APOE3
LPI 18:0(M-H)_6.02,LPI,median_abundance,0.0,0.0,0.0,APOE4
LPI 20:4(M-H)_5.06,LPI,median_abundance,0.0,0.0,0.0,APOE2
LPI 20:4(M-H)_5.06,LPI,median_abundance,0.9015142005817164,0.0544941015703744,7.760690626291614,APOE3
LPI 20:4(M-H)_5.06,LPI,median_abundance,0.8394214543919889,0.0326782133117208,8.0,APOE4
LPI 22:6(M-H)_4.95,LPI,median_abundance,0.0,0.0,0.0,APOE2
LPI 22:6(M-H)_4.95,LPI,median_abundance,0.7000376409283106,0.1795425822062897,5.0,APOE3
