Alignment ID,Ontology,metric,value,ci_lower,ci_upper,genotype
CL 76:5|CL 39:1_37:4(M-H)_13.74,CL,DR_median_abundance,45188.775,36127.8113,58300.236,APOE4
CL 76:9|CL 18:1_18:1_18:1_22:6(M-H)_13.5,CL,DR_median_abundance,14465.37875,7865.0391,22862.945,APOE2
CL 76:9|CL 18:1_18:1_18:1_22:6(M-H)_13.5,CL,DR_median_abundance,14496.32565,8712.87915,19377.52685,APOE3
CL 76:9|CL 18:1_18:1_18:1_22:6(M-H)_13.5,CL,DR_median_abundance,15120.8629,7790.34,18069.8544,APOE4
CL 76:9|CL 36:2_40:7(M+NH4)_13.52,CL,DR_median_abundance,14465.37875,7865.0391,22862.945,APOE2
CL 76:9|CL 36:2_40:7(M+NH4)_13.52,CL,DR_median_abundance,14496.32565,8712.87915,19377.52685,APOE3
CL 76:9|CL 36:2_40:7(M+NH4)_13.52,CL,DR_median_abundance,15120.8629,7790.34,18069.8544,APOE4
CL 78:12|CL 18:1_20:4_20:3_20:4(M-H)_13.28,CL,DR_median_abundance,5244.1634,4086.7799,6947.5528,APOE2
CL 78:12|CL 18:1_20:4_20:3_20:4(M-H)_13.28,CL,DR_median_abundance,11640.9538,6087.6142,14350.7303,APOE3
CL 78:12|CL 18:1_20:4_20:3_20:4(M-H)_13.28,CL,DR_median_abundance,9033.50265,4096.720020000001,18315.6316,APOE4
CL 78:7|CL 41:2_37:5(M-H)_13.6,CL,DR_median_abundance,125449.7555,90843.806325,164803.325,APOE2
CL 78:7|CL 41:2_37:5(M-H)_13.6,CL,DR_median_abundance,84934.17300000001,55976.228,158069.813,APOE3
CL 78:7|CL 41:2_37:5(M-H)_13.6,CL,DR_median_abundance,94910.547,79733.431,148349.461,APOE4
CL 79:5(M+NH4)_13.66,CL,DR_median_abundance,142411.06650000002,134577.764,155305.644,APOE2
CL 79:5(M+NH4)_13.66,CL,DR_median_abundance,106420.984,87784.561,124751.90099999998,APOE3
CL 79:5(M+NH4)_13.66,CL,DR_median_abundance,127613.431,95014.609,145995.6915,APOE4
CL 79:6|CL 36:1_43:5(M-H)_13.61,CL,DR_median_abundance,76262.2765,52329.5766875,96626.925,APOE2
CL 79:6|CL 36:1_43:5(M-H)_13.61,CL,DR_median_abundance,60142.517,44978.1085,93018.56,APOE3
CL 79:6|CL 36:1_43:5(M-H)_13.61,CL,DR_median_abundance,60374.466,37809.258,81241.471,APOE4
CL 79:9|CL 41:4_38:5(M-H)_13.49,CL,DR_median_abundance,64418.1865,42688.91686750001,88458.95551249992,APOE2
CL 79:9|CL 41:4_38:5(M-H)_13.49,CL,DR_median_abundance,50193.303,31827.0134,64381.801,APOE3
CL 79:9|CL 41:4_38:5(M-H)_13.49,CL,DR_median_abundance,58472.349,32965.188200000004,86946.935,APOE4
CL 80:6|CL 36:1_44:5(M-H)_13.6,CL,DR_median_abundance,213176.8805,138625.432,235855.12,APOE2
CL 80:6|CL 36:1_44:5(M-H)_13.6,CL,DR_median_abundance,132032.763,76374.77799999999,188719.9926,APOE3
CL 80:6|CL 36:1_44:5(M-H)_13.6,CL,DR_median_abundance,131989.723,82964.251,183810.76,APOE4
CL 82:5|CL 36:1_46:4(M-H)_13.62,CL,DR_median_abundance,92639.38950000002,46046.0935,99149.09,APOE2
CL 82:5|CL 36:1_46:4(M-H)_13.62,CL,DR_median_abundance,57061.928,35337.296,87743.334,APOE3
CL 82:5|CL 36:1_46:4(M-H)_13.62,CL,DR_median_abundance,66925.647,34601.637,81606.66,APOE4
Cer 36:1;O2|Cer 18:1;O2/18:0(M+H-[H2O])_10.58,Cer_NS,DR_median_abundance,251345.03000000003,93838.551,1322377.98,APOE2
Cer 36:1;O2|Cer 18:1;O2/18:0(M+H-[H2O])_10.58,Cer_NS,DR_median_abundance,412304.84,78032.891,820749.5900000001,APOE3
Cer 36:1;O2|Cer 18:1;O2/18:0(M+H-[H2O])_10.58,Cer_NS,DR_median_abundance,374243.909,126947.325,1121981.55,APOE4
Cer 36:1;O2|Cer 18:1;O2/18:0(M-H)_10.58,Cer_NS,DR_median_abundance,251345.03000000003,93838.551,1322377.98,APOE2
Cer 36:1;O2|Cer 18:1;O2/18:0(M-H)_10.58,Cer_NS,DR_median_abundance,412304.84,78032.891,820749.5900000001,APOE3
Cer 36:1;O2|Cer 18:1;O2/18:0(M-H)_10.58,Cer_NS,DR_median_abundance,374243.909,126947.325,1121981.55,APOE4
Cer 36:2;O2|Cer 18:2;O2/18:0(M+H-[H2O])_9.77,Cer_NS,DR_median_abundance,122574.1605,97571.524,159852.62208749997,APOE2
Cer 36:2;O2|Cer 18:2;O2/18:0(M+H-[H2O])_9.77,Cer_NS,DR_median_abundance,106073.296,90864.64,128237.908,APOE3
Cer 36:2;O2|Cer 18:2;O2/18:0(M+H-[H2O])_9.77,Cer_NS,DR_median_abundance,125252.666,106548.6155,155956.17,APOE4
Cer 38:1;O2|Cer 20:1;O2/18:0(M+H-[H2O])_12.23,Cer_NS,DR_median_abundance,183259.604,116221.413,243945.144,APOE2
Cer 38:1;O2|Cer 20:1;O2/18:0(M+H-[H2O])_12.23,Cer_NS,DR_median_abundance,176899.8915,143015.684,213522.688,APOE3
Cer 38:1;O2|Cer 20:1;O2/18:0(M+H-[H2O])_12.23,Cer_NS,DR_median_abundance,162176.73299999998,132513.411,196818.034,APOE4
Cer 41:1;O2|Cer 18:1;O2/23:0(M+H)_13.14,Cer_NS,DR_median_abundance,89454.29800000001,73184.1715,102682.119,APOE2
Cer 41:1;O2|Cer 18:1;O2/23:0(M+H)_13.14,Cer_NS,DR_median_abundance,87391.13200000001,76138.155,121221.501,APOE3
Cer 41:1;O2|Cer 18:1;O2/23:0(M+H)_13.14,Cer_NS,DR_median_abundance,90187.158,74138.81605000001,108515.219,APOE4
Cer 41:1;O4|Cer 26:0;O3(FA 15:0)(M-H)_12.49,Cer_EODS,DR_median_abundance,115213.336,92595.109,146007.853,APOE2
Cer 41:1;O4|Cer 26:0;O3(FA 15:0)(M-H)_12.49,Cer_EODS,DR_median_abundance,79483.863,59901.7216,97332.358,APOE3
Cer 41:1;O4|Cer 26:0;O3(FA 15:0)(M-H)_12.49,Cer_EODS,DR_median_abundance,88010.5396,54664.768,118095.531,APOE4
Cer 42:1;O2|Cer 26:1;O2/16:0(M+Na)_13.3,Cer_NS,DR_median_abundance,24748.91325,20618.1042,32055.3202,APOE2
Cer 42:1;O2|Cer 26:1;O2/16:0(M+Na)_13.3,Cer_NS,DR_median_abundance,42188.6115,33529.46665,55001.184,APOE3
Cer 42:1;O2|Cer 26:1;O2/16:0(M+Na)_13.3,Cer_NS,DR_median_abundance,28948.155400000003,15811.6894,34572.855,APOE4
Cer 42:2;O2|Cer 18:1;O2/24:1(M+H-[H2O])_12.96,Cer_NS,DR_median_abundance,204272.21,157247.961,369640.032,APOE2
Cer 42:2;O2|Cer 18:1;O2/24:1(M+H-[H2O])_12.96,Cer_NS,DR_median_abundance,112953.75,90315.61,168773.87900000002,APOE3
Cer 42:2;O2|Cer 18:1;O2/24:1(M+H-[H2O])_12.96,Cer_NS,DR_median_abundance,158580.3485,104698.86049999998,192167.277,APOE4
CoQ10(M+H)_13.8,CoQ,DR_median_abundance,50573.3135,34538.3683,58790.865,APOE2
CoQ10(M+H)_13.8,CoQ,DR_median_abundance,48568.668,28144.516599999995,89939.85399999999,APOE3
CoQ10(M+H)_13.8,CoQ,DR_median_abundance,42890.27485,26945.66725,74081.28150000001,APOE4
CoQ9(M+H)_13.4,CoQ,DR_median_abundance,183533.268,73522.978,280513.7,APOE2
CoQ9(M+H)_13.4,CoQ,DR_median_abundance,171265.27999999997,82133.294,212193.641,APOE3
CoQ9(M+H)_13.4,CoQ,DR_median_abundance,167477.753,76802.23400000001,218162.65,APOE4
DG 13:0(M+Na)_4.63,DG,DR_median_abundance,31554.05545,25909.4055,37198.7054,APOE2
DG 13:0(M+Na)_4.63,DG,DR_median_abundance,18065.435,16607.7718,19523.0982,APOE3
DG 13:0(M+Na)_4.63,DG,DR_median_abundance,35924.8226,35924.8226,35924.8226,APOE4
DG 16:0(M+Na)_6.26,DG,DR_median_abundance,8471.31867,5229.6905,9664.36077,APOE2
DG 16:0(M+Na)_6.26,DG,DR_median_abundance,5991.56769,4960.454972125,13056.15593,APOE3
DG 16:0(M+Na)_6.26,DG,DR_median_abundance,10293.79405,4847.424929999999,21514.2705,APOE4
DG 18:2(M+Na)_5.76,DG,DR_median_abundance,15208.8118,13207.6254,18294.55427,APOE2
DG 18:2(M+Na)_5.76,DG,DR_median_abundance,17675.620150000002,12416.57983,40076.9028,APOE3
DG 18:2(M+Na)_5.76,DG,DR_median_abundance,19875.2372,12779.888099999998,52562.1482,APOE4
DG 20:4(M+Na)_5.53,DG,DR_median_abundance,17564.685129999998,14863.3275,29611.454500000003,APOE2
DG 20:4(M+Na)_5.53,DG,DR_median_abundance,14539.57035,12634.4181,22808.03474412496,APOE3
DG 20:4(M+Na)_5.53,DG,DR_median_abundance,14393.1364,9489.99765,25432.5446,APOE4
DG 21:4(M+Na)_6.53,DG,DR_median_abundance,11694.5701,6679.976060000001,17250.54255,APOE2
DG 21:4(M+Na)_6.53,DG,DR_median_abundance,58399.9699,5306.76743,87192.63999999998,APOE3
DG 21:4(M+Na)_6.53,DG,DR_median_abundance,11209.43567,9775.2637,26460.7901,APOE4
DG 23:2(M+Na)_7.4,DG,DR_median_abundance,31556.0867,26725.7193,47404.4993,APOE2
DG 23:2(M+Na)_7.4,DG,DR_median_abundance,34387.5792,28168.045500000004,42249.9415,APOE3
DG 23:2(M+Na)_7.4,DG,DR_median_abundance,36427.25750000001,28821.8978,38786.7248,APOE4
DG 28:2(M+Na)_8.47,DG,DR_median_abundance,108217.72505,27205.46325,181316.72250000003,APOE2
DG 28:2(M+Na)_8.47,DG,DR_median_abundance,139438.9355,68686.934,310215.785,APOE3
DG 28:2(M+Na)_8.47,DG,DR_median_abundance,83621.0307,50255.36929999999,183406.681,APOE4
DG 30:5(M+Na)_7.72,DG,DR_median_abundance,7211.8368,6096.9163,8030.4698,APOE2
DG 30:5(M+Na)_7.72,DG,DR_median_abundance,52406.7795,23161.3835,146810.235,APOE3
DG 30:5(M+Na)_7.72,DG,DR_median_abundance,23768.3324,12362.6526,45602.6656,APOE4
DG 33:1(d7)|DG 15:0_18:1(d7)(M+NH4)_10.91,DG,DR_median_abundance,1470570.3050000002,1151743.51,1705369.47,APOE2
DG 33:1(d7)|DG 15:0_18:1(d7)(M+NH4)_10.91,DG,DR_median_abundance,1940092.83,1490708.863,2236291.886,APOE3
DG 33:1(d7)|DG 15:0_18:1(d7)(M+NH4)_10.91,DG,DR_median_abundance,1623061.3650000002,1197496.743,2268114.745,APOE4
DG 34:0|DG 16:0_18:0(M+NH4)_12.9,DG,DR_median_abundance,85098.4875,52402.90905375001,106793.27062499998,APOE2
DG 34:0|DG 16:0_18:0(M+NH4)_12.9,DG,DR_median_abundance,107918.565,96111.455,123907.957,APOE3
DG 34:0|DG 16:0_18:0(M+NH4)_12.9,DG,DR_median_abundance,103372.1685,83634.0743,129642.4235875,APOE4
DG 34:1|DG 16:0_18:1(M+NH4)_11.75,DG,DR_median_abundance,178301.63999999998,131929.549,234714.437,APOE2
DG 34:1|DG 16:0_18:1(M+NH4)_11.75,DG,DR_median_abundance,205480.1995,170234.336,263627.019,APOE3
DG 34:1|DG 16:0_18:1(M+NH4)_11.75,DG,DR_median_abundance,215159.48125,162589.3734,381483.1592499997,APOE4
DG 36:0|DG 18:0_18:0(M+NH4)_13.2,DG,DR_median_abundance,103998.923,99091.1361,116449.123,APOE2
DG 36:0|DG 18:0_18:0(M+NH4)_13.2,DG,DR_median_abundance,205661.983,164265.07499999998,223357.4935,APOE3
DG 36:0|DG 18:0_18:0(M+NH4)_13.2,DG,DR_median_abundance,171612.666,127987.495,194169.542,APOE4
DG 36:1|DG 18:0_18:1(M+NH4)_12.96,DG,DR_median_abundance,273764.506,183494.349,368492.6755624987,APOE2
DG 36:1|DG 18:0_18:1(M+NH4)_12.96,DG,DR_median_abundance,224530.53500000003,195297.321,338817.871,APOE3
DG 36:1|DG 18:0_18:1(M+NH4)_12.96,DG,DR_median_abundance,239958.4065,181452.208,509902.53,APOE4
DG 36:2|DG 18:1_18:1(M+NH4)_11.94,DG,DR_median_abundance,112484.3055,76282.62400000001,168927.12225,APOE2
DG 36:2|DG 18:1_18:1(M+NH4)_11.94,DG,DR_median_abundance,114920.963,87331.18549999999,157982.498,APOE3
DG 36:2|DG 18:1_18:1(M+NH4)_11.94,DG,DR_median_abundance,138950.8495,102398.147,262840.22,APOE4
DG 36:4|DG 16:0_20:4(M+NH4)_10.72,DG,DR_median_abundance,96746.488,65026.649,126721.46097499997,APOE2
DG 36:4|DG 16:0_20:4(M+NH4)_10.72,DG,DR_median_abundance,81473.413,70364.62299999999,130690.454,APOE3
DG 36:4|DG 16:0_20:4(M+NH4)_10.72,DG,DR_median_abundance,119385.80775,81071.73300000001,162513.258,APOE4
DG 38:4|DG 18:0_20:4(M+NH4)_12.2,DG,DR_median_abundance,2137313.29,821728.3699999999,3166623.06,APOE2
DG 38:4|DG 18:0_20:4(M+NH4)_12.2,DG,DR_median_abundance,1637567.445,1208159.255,2069654.97,APOE3
DG 38:4|DG 18:0_20:4(M+NH4)_12.2,DG,DR_median_abundance,1989520.185,1174807.71,2614141.97,APOE4
DG 38:5|DG 18:1_20:4(M+NH4)_10.84,DG,DR_median_abundance,52782.62995,30240.07035,70984.4755,APOE2
DG 38:5|DG 18:1_20:4(M+NH4)_10.84,DG,DR_median_abundance,59422.730800000005,36312.97749999999,80921.3623,APOE3
DG 38:5|DG 18:1_20:4(M+NH4)_10.84,DG,DR_median_abundance,53796.6627,30156.648225,120908.964,APOE4
DG 38:6(M+Na)_9.76,DG,DR_median_abundance,66929.40759999999,41136.3903,79757.41699999999,APOE2
DG 38:6(M+Na)_9.76,DG,DR_median_abundance,57506.30985,37191.6204,86846.424,APOE3
DG 38:6(M+Na)_9.76,DG,DR_median_abundance,63364.389,53651.1653,84033.613,APOE4
DG 38:6|DG 16:0_22:6(M+NH4)_10.45,DG,DR_median_abundance,230182.7595,86417.84100000001,353585.23598749976,APOE2
DG 38:6|DG 16:0_22:6(M+NH4)_10.45,DG,DR_median_abundance,136481.632,99250.4313,205125.746,APOE3
DG 38:6|DG 16:0_22:6(M+NH4)_10.45,DG,DR_median_abundance,169804.84900000002,77932.08600000001,362973.125,APOE4
DG 40:2(M+Na)_13.16,DG,DR_median_abundance,278920.1085,201580.911,396846.7012375,APOE2
DG 40:2(M+Na)_13.16,DG,DR_median_abundance,338045.651,278353.544,393495.71,APOE3
DG 40:2(M+Na)_13.16,DG,DR_median_abundance,253811.589,176854.897,317496.117,APOE4
DG 40:4|DG 18:0_22:4(M+NH4)_13.05,DG,DR_median_abundance,61711.302500000005,40915.2528,165705.495,APOE2
DG 40:4|DG 18:0_22:4(M+NH4)_13.05,DG,DR_median_abundance,56090.5295,44260.695,81325.3546,APOE3
DG 40:4|DG 18:0_22:4(M+NH4)_13.05,DG,DR_median_abundance,44979.59515,38572.073,152731.779,APOE4
DG 40:6(M+Na)_11.84,DG,DR_median_abundance,102349.067,39157.919,199514.224,APOE2
DG 40:6(M+Na)_11.84,DG,DR_median_abundance,87960.95499999999,53626.951400000005,155567.99800000002,APOE3
DG 40:6(M+Na)_11.84,DG,DR_median_abundance,108951.2795,44215.4975,175087.62699999995,APOE4
DG 40:6|DG 18:0_22:6(M+NH4)_12.08,DG,DR_median_abundance,430259.706,227867.534,1882200.25,APOE2
DG 40:6|DG 18:0_22:6(M+NH4)_12.08,DG,DR_median_abundance,353780.78750000003,247075.55,726746.795,APOE3
DG 40:6|DG 18:0_22:6(M+NH4)_12.08,DG,DR_median_abundance,458391.2,174672.27,1942668.7,APOE4
DG 40:7|DG 18:1_22:6(M+NH4)_10.54,DG,DR_median_abundance,118021.219,60971.47,194265.622,APOE2
DG 40:7|DG 18:1_22:6(M+NH4)_10.54,DG,DR_median_abundance,83413.00649999999,71148.201,132572.47,APOE3
DG 40:7|DG 18:1_22:6(M+NH4)_10.54,DG,DR_median_abundance,89429.60250000001,49743.94,166695.66600000003,APOE4
DG 45:10(M+Na)_11.07,DG,DR_median_abundance,175018.853,106095.095,242660.025,APOE2
DG 45:10(M+Na)_11.07,DG,DR_median_abundance,100836.511,82558.37,131545.5225,APOE3
DG 45:10(M+Na)_11.07,DG,DR_median_abundance,132853.0533,117405.434,185353.999,APOE4
DG 47:11(M+Na)_11.62,DG,DR_median_abundance,259108.531,188337.7915,363539.766,APOE2
DG 47:11(M+Na)_11.62,DG,DR_median_abundance,182642.8725,124424.799,305669.549,APOE3
DG 47:11(M+Na)_11.62,DG,DR_median_abundance,157897.95299999998,109943.825,287980.331,APOE4
DG 51:9(M+Na)_13.68,DG,DR_median_abundance,52607.9552,34879.96705,70048.336,APOE2
DG 51:9(M+Na)_13.68,DG,DR_median_abundance,53197.78200000001,34992.124,60794.5516,APOE3
DG 51:9(M+Na)_13.68,DG,DR_median_abundance,47920.90930000001,27224.1417,59837.22,APOE4
DG O-37:1|DG O-19:1_18:0(M+NH4)_13.89,EtherDG,DR_median_abundance,18703.2559,14108.5919,46897.825,APOE2
DG O-37:1|DG O-19:1_18:0(M+NH4)_13.89,EtherDG,DR_median_abundance,18516.2632,16670.678200000002,23126.7776,APOE3
DG O-37:1|DG O-19:1_18:0(M+NH4)_13.89,EtherDG,DR_median_abundance,15071.4097,9733.5691,44459.802,APOE4
DLCL 36:3(M-H)_7.48,DLCL,DR_median_abundance,19775.1757,16744.7598,33579.059,APOE2
DLCL 36:3(M-H)_7.48,DLCL,DR_median_abundance,22249.6264,17544.914299999997,33513.8333875,APOE3
DLCL 36:3(M-H)_7.48,DLCL,DR_median_abundance,28567.4207,23146.5258,36083.2212,APOE4
DLCL 42:11(M-H)_7.88,DLCL,DR_median_abundance,27682.2502,23418.31745,32044.91157124997,APOE2
DLCL 42:11(M-H)_7.88,DLCL,DR_median_abundance,21147.7117,17006.185400000002,27973.88055,APOE3
DLCL 42:11(M-H)_7.88,DLCL,DR_median_abundance,15623.7151,14374.3342,20604.5835,APOE4
DLCL 44:12(M-H)_7.85,DLCL,DR_median_abundance,23403.88,17514.5467,28366.3758,APOE2
DLCL 44:12(M-H)_7.85,DLCL,DR_median_abundance,16728.3253,12814.413100000002,22167.835550000003,APOE3
DLCL 44:12(M-H)_7.85,DLCL,DR_median_abundance,11536.49355,8753.274865,15705.761150000002,APOE4
DMPE 36:10(M-H)_8.03,DMPE,DR_median_abundance,47506.867600000005,35504.6992,60997.9597,APOE2
DMPE 36:10(M-H)_8.03,DMPE,DR_median_abundance,41354.4852,27806.4971,61962.609,APOE3
DMPE 36:10(M-H)_8.03,DMPE,DR_median_abundance,59809.209,49300.5834,89485.4147,APOE4
DMPE 40:6(M-H)_9.37,DMPE,DR_median_abundance,81042.22399999999,74173.014,89768.9935,APOE2
DMPE 40:6(M-H)_9.37,DMPE,DR_median_abundance,61015.2565,39789.48593250001,70263.6676,APOE3
DMPE 40:6(M-H)_9.37,DMPE,DR_median_abundance,62328.252,51150.50899999999,95570.221,APOE4
DMPE 41:9(M-H)_8.41,DMPE,DR_median_abundance,588529.375,536875.5364999999,684054.99,APOE2
DMPE 41:9(M-H)_8.41,DMPE,DR_median_abundance,435033.785,327678.393,500101.464,APOE3
DMPE 41:9(M-H)_8.41,DMPE,DR_median_abundance,496276.424,395972.084,684944.32,APOE4
DMPE 43:6(M-H)_11.77,DMPE,DR_median_abundance,207271.997,178704.03999999998,221682.927,APOE2
DMPE 43:6(M-H)_11.77,DMPE,DR_median_abundance,185049.193,123806.396,197908.205,APOE3
DMPE 43:6(M-H)_11.77,DMPE,DR_median_abundance,225181.538,188981.748,262527.533,APOE4
DMPE 43:9(M-H)_8.89,DMPE,DR_median_abundance,444149.354,380062.75,622145.555,APOE2
DMPE 43:9(M-H)_8.89,DMPE,DR_median_abundance,334946.374,241012.924,515637.203,APOE3
DMPE 43:9(M-H)_8.89,DMPE,DR_median_abundance,372809.96,284584.88,584899.4099999999,APOE4
Diisodecyl phthalate (also known as the production of plastic)(M+H)_8.23,Others,DR_median_abundance,41591.772,36616.85904625,52450.43785,APOE2
Diisodecyl phthalate (also known as the production of plastic)(M+H)_8.23,Others,DR_median_abundance,31287.240250000003,29784.366343750004,36652.67795,APOE3
Diisodecyl phthalate (also known as the production of plastic)(M+H)_8.23,Others,DR_median_abundance,36368.99145,33959.662,46216.5855,APOE4
Dioctyl phthalate (also known as the production of plastic)(M+H)_7.43,Others,DR_median_abundance,127060.4234,117540.939,143253.0569775,APOE2
Dioctyl phthalate (also known as the production of plastic)(M+H)_7.43,Others,DR_median_abundance,136196.75275,133047.9736,150286.466,APOE3
Dioctyl phthalate (also known as the production of plastic)(M+H)_7.43,Others,DR_median_abundance,135603.1655,122823.766,143583.453725,APOE4
Dioctyl phthalate (also known as the production of plastic)(M+Na)_7.44,Others,DR_median_abundance,70937.08189999999,52290.2778,86769.44255,APOE2
Dioctyl phthalate (also known as the production of plastic)(M+Na)_7.44,Others,DR_median_abundance,90541.70775,72995.11550000001,102044.87730624995,APOE3
Dioctyl phthalate (also known as the production of plastic)(M+Na)_7.44,Others,DR_median_abundance,66071.3988,54929.9478125,83336.4702,APOE4
FA 18:0(M-H)_7.09,FA,DR_median_abundance,38900.88894999999,28176.227,42116.013730000006,APOE2
FA 18:0(M-H)_7.09,FA,DR_median_abundance,35832.460530000004,34817.883200000004,44782.9978,APOE3
FA 18:0(M-H)_7.09,FA,DR_median_abundance,103955.4555,72033.16140000001,113362.0702,APOE4
FA 18:1(M-H)_6.83,FA,DR_median_abundance,71264.1968,67344.7904,79598.21599999999,APOE2
FA 18:1(M-H)_6.83,FA,DR_median_abundance,188262.9925,165240.92500000002,211285.06,APOE3
FA 18:1(M-H)_6.83,FA,DR_median_abundance,121459.165,93662.336,143232.537,APOE4
FA 20:4(M-H)_6.11,FA,DR_median_abundance,152708.572,45211.84425,232152.693,APOE2
FA 20:4(M-H)_6.11,FA,DR_median_abundance,67889.919,35762.4365,703172.175,APOE3
FA 20:4(M-H)_6.11,FA,DR_median_abundance,248796.136,77211.05170000001,270606.264,APOE4
FA 22:4(M-H)_7.18,FA,DR_median_abundance,28098.4306,19369.1012,38752.7507,APOE2
FA 22:4(M-H)_7.18,FA,DR_median_abundance,24449.7755,16636.25236,91230.637,APOE3
FA 22:4(M-H)_7.18,FA,DR_median_abundance,43369.3529,29729.2169,60120.7834,APOE4
GM3 36:1;O2(M-H)_8.63,GM3,DR_median_abundance,9059.8241,6982.3617,9612.8372,APOE2
GM3 36:1;O2(M-H)_8.63,GM3,DR_median_abundance,11947.2228,11456.2803,15133.8843,APOE3
GM3 36:1;O2(M-H)_8.63,GM3,DR_median_abundance,10349.1783,5678.56096,14098.1709,APOE4
HexCer 36:1;O2|HexCer 18:1;O2/18:0(M+H)_9.76,HexCer_NS,DR_median_abundance,31890.0902,23472.84765,40881.869,APOE2
HexCer 36:1;O2|HexCer 18:1;O2/18:0(M+H)_9.76,HexCer_NS,DR_median_abundance,32791.8942,25959.3992,41252.2092,APOE3
HexCer 36:1;O2|HexCer 18:1;O2/18:0(M+H)_9.76,HexCer_NS,DR_median_abundance,25205.5734,15526.987,38300.2396,APOE4
HexCer 38:1;O2(M+H)_10.58,HexCer_NDS,DR_median_abundance,125771.8755,85549.649,176730.961,APOE2
HexCer 38:1;O2(M+H)_10.58,HexCer_NDS,DR_median_abundance,126275.981,85357.007,185265.483,APOE3
HexCer 38:1;O2(M+H)_10.58,HexCer_NDS,DR_median_abundance,110553.559,91784.243,129439.32548749995,APOE4
HexCer 38:1;O3|HexCer 18:1;O2/20:0;O(M+H)_10.54,HexCer_HS,DR_median_abundance,188304.2015,162275.94900000002,323701.33400000003,APOE2
HexCer 38:1;O3|HexCer 18:1;O2/20:0;O(M+H)_10.54,HexCer_HS,DR_median_abundance,200225.988,140324.764,297720.4545,APOE3
HexCer 38:1;O3|HexCer 18:1;O2/20:0;O(M+H)_10.54,HexCer_HS,DR_median_abundance,202491.2495,145938.14800000002,232628.165425,APOE4
HexCer 40:1;O2(M+H)_12.15,HexCer_NDS,DR_median_abundance,433229.64450000005,337945.33,657056.4535000001,APOE2
HexCer 40:1;O2(M+H)_12.15,HexCer_NDS,DR_median_abundance,380965.9675,327267.16500000004,686706.745412499,APOE3
HexCer 40:1;O2(M+H)_12.15,HexCer_NDS,DR_median_abundance,362964.528,276032.765,479605.6499999999,APOE4
HexCer 40:1;O3(M+H)_11.79,HexCer_HS,DR_median_abundance,1962732.68,1828070.53,2319517.69,APOE2
HexCer 40:1;O3(M+H)_11.79,HexCer_HS,DR_median_abundance,2359234.06,1579608.6800000002,2650467.7,APOE3
HexCer 40:1;O3(M+H)_11.79,HexCer_HS,DR_median_abundance,1920807.45,1488461.715,2216929.35,APOE4
HexCer 40:1;O3|HexCer 21:1;O2/19:0;O(M-H)_11.66,HexCer_HS,DR_median_abundance,346865.875,273395.25100000005,550947.14,APOE2
HexCer 40:1;O3|HexCer 21:1;O2/19:0;O(M-H)_11.66,HexCer_HS,DR_median_abundance,291391.32,180314.67,419795.277,APOE3
HexCer 40:1;O3|HexCer 21:1;O2/19:0;O(M-H)_11.66,HexCer_HS,DR_median_abundance,311976.251,231762.2997,339783.066,APOE4
HexCer 40:2;O2|HexCer 18:2;O2/22:0(M+H)_11.34,HexCer_NS,DR_median_abundance,916156.607,786541.2999999999,1140717.08,APOE2
HexCer 40:2;O2|HexCer 18:2;O2/22:0(M+H)_11.34,HexCer_NS,DR_median_abundance,1090343.37,764571.165,1277207.48,APOE3
HexCer 40:2;O2|HexCer 18:2;O2/22:0(M+H)_11.34,HexCer_NS,DR_median_abundance,1030463.355,765201.78,1151888.117,APOE4
HexCer 41:2;O2|HexCer 18:1;O2/23:1(M+H)_11.5,HexCer_NS,DR_median_abundance,717956.73,376344.683,1024685.71,APOE2
HexCer 41:2;O2|HexCer 18:1;O2/23:1(M+H)_11.5,HexCer_NS,DR_median_abundance,1078573.95,515494.965,1273809.68,APOE3
HexCer 41:2;O2|HexCer 18:1;O2/23:1(M+H)_11.5,HexCer_NS,DR_median_abundance,1004790.08,551350.4407500002,1146528.605,APOE4
HexCer 42:1;O2(M+H-[H2O])_12.89,HexCer_NDS,DR_median_abundance,360629.395,163061.73200000002,431716.346,APOE2
HexCer 42:1;O2(M+H-[H2O])_12.89,HexCer_NDS,DR_median_abundance,289348.318,145667.65099999998,349281.895,APOE3
HexCer 42:1;O2(M+H-[H2O])_12.89,HexCer_NDS,DR_median_abundance,159209.68300000002,122000.651,280458.745,APOE4
HexCer 42:1;O2|HexCer 18:1;O2/24:0(M+H)_13.02,HexCer_NS,DR_median_abundance,2149452.15,1795016.65,3093435.3,APOE2
HexCer 42:1;O2|HexCer 18:1;O2/24:0(M+H)_13.02,HexCer_NS,DR_median_abundance,2432025.04,1517303.11,3122541.9,APOE3
HexCer 42:1;O2|HexCer 18:1;O2/24:0(M+H)_13.02,HexCer_NS,DR_median_abundance,2067054.12,1699707.33,2562858.86,APOE4
HexCer 42:1;O3(M+H)_13.01,HexCer_HS,DR_median_abundance,3781924.24,3149021.5600000005,4683447.66,APOE2
HexCer 42:1;O3(M+H)_13.01,HexCer_HS,DR_median_abundance,4056689.08,2691608.79125,5180456.225,APOE3
HexCer 42:1;O3(M+H)_13.01,HexCer_HS,DR_median_abundance,3584876.8600000003,2865146.92,4362371.407499998,APOE4
HexCer 42:1;O3|HexCer 18:1;O2/24:0;O(M-H)_13.01,HexCer_HS,DR_median_abundance,335878.68649999995,273939.5440125,477110.9,APOE2
